,imageURL,movieId,title,type,typeId,imdbRank,cast,releaseYear,duration,genres,cast1,cast2
1667,"{'height': 2000, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BODRhMGEzODMtYzFiOS00ZDA1LThhMDctN2M4ZDMzMzBlYWU5XkEyXkFqcGdeQXVyNDc5OTY4OTc@._V1_.jpg', 'width': 1414}",tt29361724,Desh Ka Dhoni,TV series,tvSeries,192659.0,"Gaurav Taneja, Ritu Taneja",2023.0,,Adventure,Gaurav Taneja, Ritu Taneja
1668,"{'height': 720, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BMDIwMDAwOGMtYzQ4Yi00YTI5LThiZDYtMTYyYzFkY2NlYTcwXkEyXkFqcGdeQXVyODAzNzAwOTU@._V1_.jpg', 'width': 1600}",tt13640996,TVS Starcity Raavan film:-MS Dhoni & Sakshi Dhoni Commercial,video,video,508182.0,"Mahendra Singh Dhoni, Sakshi Dhoni",2011.0,,Short,Mahendra Singh Dhoni, Sakshi Dhoni
1669,,tt2718200,Dhoni,short,short,2048399.0,Samuel Curtis Andrews,2012.0,,"Short, Drama, Fantasy",Samuel Curtis Andrews,
1670,"{'height': 1280, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BNWUyNzg3NGEtZDY5Yy00NDQ5LWE4MzEtNTc5ZmViMjY4ZDNjXkEyXkFqcGdeQXVyMzMxMDUzNTk@._V1_.jpg', 'width': 938}",tt9128216,Dhoni Kabadi Kuzhu,feature,movie,1091001.0,"B. Abhilash, Leema Babu",2018.0,,Sport,B. Abhilash, Leema Babu
1671,"{'height': 1200, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BNGE4MDIwMDAtNzViZC00NWJlLWEwNjYtZmUwZDE2ZTRlYTY3XkEyXkFqcGdeQXVyNTgxODY5ODI@._V1_.jpg', 'width': 847}",tt8490894,Ee Nagaraniki Emaindi,feature,movie,71564.0,"Vishwak Sen, Sai Sushanth Reddy",2018.0,,"Comedy, Drama",Vishwak Sen, Sai Sushanth Reddy
1672,"{'height': 3000, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BY2Y1ZTY0MGEtMjU1MS00Nzk2LWI3ODYtZjIwZmQzN2ExOTM4XkEyXkFqcGdeQXVyMTUyMTUzNjQ0._V1_.jpg', 'width': 3000}",tt22881914,Nagara Nikkei,podcastSeries,podcastSeries,2584363.0,,2022.0,,Talk-Show,,
1673,"{'height': 1500, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BMGE5YzNlMDAtZjMxYS00NDkyLTk3YWMtY2Y3ODJjOTJkM2MyXkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_.jpg', 'width': 1059}",tt0843326,Bommarillu,feature,movie,111598.0,"Siddharth, Genelia Deshmukh",2006.0,,"Comedy, Drama, Romance",Siddharth, Genelia Deshmukh
1675,"{'height': 500, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BNmU2YTYyOTUtZjg3OS00ZjllLTg1MWUtY2NkNGI5NTcyOGU2XkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_.jpg', 'width': 375}",tt1431026,Bommarillu,feature,movie,648835.0,"Mohan Babu, Murali Mohan",1978.0,,Drama,Mohan Babu, Murali Mohan
1677,"{'height': 2048, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BMzQxNzQzOTQwM15BMl5BanBnXkFtZTgwMDQ2NTcwODM@._V1_.jpg', 'width': 1382}",tt8772262,Midsommar,feature,movie,276.0,"Florence Pugh, Jack Reynor",2019.0,,"Drama, Horror, Mystery, Thriller",Florence Pugh, Jack Reynor
1678,"{'height': 1920, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BYTVhYTMzMWYtODY4Mi00NmM5LWE3NTUtMmEwNjA3YjVlYTkyXkEyXkFqcGdeQXVyNTQ3MDM1MDA@._V1_.jpg', 'width': 1080}",tt6175558,The Puppeteers,feature,movie,2492281.0,,2016.0,,Documentary,,
1682,"{'height': 2789, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BM2ZkMmViNjktNjI4Mi00ZWJkLTk1MTItY2I5NGU4ZWYxYWQyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg', 'width': 1866}",tt0096142,Sorority Babes in the Slimeball Bowl-O-Rama,feature,movie,14971.0,"Andras Jones, Linnea Quigley",1988.0,,"Comedy, Horror",Andras Jones, Linnea Quigley
1684,"{'height': 1200, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BNTJjZTViZTEtNGVhNy00ODlmLTg2YTEtZDQ4NzBiNGMzMGJkXkEyXkFqcGdeQXVyNTgyNTA4MjM@._V1_.jpg', 'width': 800}",tt0259534,Ramayana: The Legend of Prince Rama,feature,movie,29516.0,"Arun Govil, Nikhil Kapoor",1993.0,,"Animation, Action, Adventure, Drama, Fantasy, Musical, Romance",Arun Govil, Nikhil Kapoor
1685,"{'height': 1575, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BN2FjMTMwMDktZTJkOC00ZjkzLTgxOGEtYzA2ZTc1MGFkMzhhXkEyXkFqcGdeQXVyNjkwOTg4MTA@._V1_.jpg', 'width': 1000}",tt8361196,Vinaya Vidheya Rama,feature,movie,48955.0,"Ram Charan, Vivek Oberoi",2019.0,,"Action, Drama",Ram Charan, Vivek Oberoi
1687,"{'height': 998, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BZmZhMDBjNTMtYmU5MS00NDJiLWFjMmYtZmQ1ZWVmYzhiYzFlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTY3NTM1Mzk@._V1_.jpg', 'width': 664}",tt2018083,Kandireega,feature,movie,168357.0,"Ram Pothineni, Hansika Motwani",2011.0,,"Action, Comedy, Romance",Ram Pothineni, Hansika Motwani
1689,"{'height': 2001, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BMmZkZDQxOWYtZDBlZi00MWUxLTk2ODEtNDFhOTcwZTZiMzAyXkEyXkFqcGdeQXVyMTA4NjE0NjEy._V1_.jpg', 'width': 1334}",tt4727512,Srimanthudu,feature,movie,129374.0,"Mahesh Babu, Shruti Haasan",2015.0,,"Action, Drama",Mahesh Babu, Shruti Haasan
1690,"{'height': 4271, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BY2E1OTQ3MjUtNmJlYS00ODI3LTllMzYtM2VmNzE5NWZlM2E1XkEyXkFqcGdeQXVyODEzOTQwNTY@._V1_.jpg', 'width': 3100}",tt0187503,Srimanthudu,feature,movie,595784.0,"Akkineni Nageswara Rao, Jamuna",1971.0,,"Drama, Romance",Akkineni Nageswara Rao, Jamuna
1691,"{'height': 607, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BNmEzMTgwZWMtZTY1Ny00MDcwLTllZjctN2Y5Njc0MzdiMTI1XkEyXkFqcGdeQXVyMzQzMDc2MDk@._V1_.jpg', 'width': 1302}",tt1370414,Srimanthana Magalu,feature,movie,913129.0,"T.N. Balakrishna, Udaya Kumar",1977.0,,,T.N. Balakrishna, Udaya Kumar
1693,"{'height': 1098, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BZGZlZGViYjQtY2EwYS00MDAwLWJiOTgtZDI2OWY3Yjg1Y2UxXkEyXkFqcGdeQXVyMjM5NDM1MTE@._V1_.jpg', 'width': 900}",tt0155567,Buddimantudu,feature,movie,428185.0,"Akkineni Nageswara Rao, Vijaya Nirmala",1969.0,,"Action, Comedy, Drama, Fantasy",Akkineni Nageswara Rao, Vijaya Nirmala
1696,"{'height': 968, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BMDg4ODIxZTctZjlmNi00MWZiLTk2YmQtNjc0MGQzZGRhZGU0XkEyXkFqcGdeQXVyMjY1MjkzMjE@._V1_.jpg', 'width': 700}",tt4992086,Bhale Bhale Magadivoy,feature,movie,70148.0,"Nani, Lavanya Tripathi",2015.0,,"Comedy, Romance",Nani, Lavanya Tripathi
1698,"{'height': 952, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BMzE3NjRlZjgtNTgxMS00OTExLWIyMDAtNjNjYzk0NjFhNmQwXkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_.jpg', 'width': 673}",tt1213910,Bhale Dongalu,feature,movie,361024.0,"Tarun, Ileana D'Cruz",2008.0,,Romance,Tarun, Ileana D'Cruz
1699,,tt1429327,Bhale Abbayilu,feature,movie,415204.0,"Krishna, Gummadi",1969.0,,,Krishna, Gummadi
1700,"{'height': 500, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BZjc0ZTc5NjktZGY1ZS00OWRlLWJkZGMtMTVhNWI2Zjg1MDNjXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_.jpg', 'width': 375}",tt1244510,Bhale Dongalu,feature,movie,411218.0,"Mohan Babu, Jayamalini",1976.0,,,Mohan Babu, Jayamalini
1701,"{'height': 500, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BZDM5NGNiNzQtNTRlNi00OTVhLTkzYjMtYmY2NTFlZmUzMWNhXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_.jpg', 'width': 375}",tt0271396,Bhale Mogudu,feature,movie,465706.0,"Rajendra Prasad, Rajani",1987.0,,"Comedy, Drama",Rajendra Prasad, Rajani
1702,"{'height': 2048, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BMjI2YjQxZjktNTRiOC00MjA3LWI3YjItYTgzOWEwOWE2YzNjXkEyXkFqcGdeQXVyMTMzMjUyNA@@._V1_.jpg', 'width': 2048}",tt0355254,Bhale Tammudu,feature,movie,543067.0,"Ashwini, Rajanala",1985.0,,"Action, Crime, Drama",Ashwini, Rajanala
1703,"{'height': 960, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BZDM3NDYzYTAtNDE5Ni00YzlmLTg3YzAtYzFlYTEzNWRhOWQ2XkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_.jpg', 'width': 666}",tt1228962,Bhale Ramudu,feature,movie,552603.0,"Mohan Babu, Madhavi",1984.0,,Family,Mohan Babu, Madhavi
1707,"{'height': 1280, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BMjJjODg4YzQtMGVkNC00MDMxLWFmZDgtNmM4MmI5ZGRmN2ZlXkEyXkFqcGdeQXVyMTY5NTc5MTY2._V1_.jpg', 'width': 853}",tt28939650,Garmi,TV series,tvSeries,57878.0,"Ayushi Bowmick, Shakespeare S. Tripathy",2022.0,,Drama,Ayushi Bowmick, Shakespeare S. Tripathy
1709,"{'height': 5000, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BNGE5YWVlNTItNDg2ZS00ZTJkLTg4NmUtNTEzNmRhODk2MmM1XkEyXkFqcGdeQXVyOTIxMzQ0NzU@._V1_.jpg', 'width': 4000}",tt27369003,Garmi,TV series,tvSeries,69349.0,"Vyom Yadav, Pankaj Saraswat",2023.0,,Drama,Vyom Yadav, Pankaj Saraswat
1710,"{'height': 500, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BMTEwODEyNDAzNjleQTJeQWpwZ15BbWU4MDQ1MzE5Mzcx._V1_.jpg', 'width': 375}",tt3118384,Maami,feature,movie,78363.0,"Funke Akindele, Wole Ojo",2011.0,,Drama,Funke Akindele, Wole Ojo
1711,"{'height': 1480, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BOTk0MjE1ZDYtZTdkMy00MDdhLTg1ZTgtZDg4ODBiMTYxYzU0XkEyXkFqcGdeQXVyMzQ5MzkwMDY@._V1_.jpg', 'width': 980}",tt8364356,Haami,feature,movie,100517.0,"Broto Banerjee, Tiyasha Pal",2018.0,,Drama,Broto Banerjee, Tiyasha Pal
1713,"{'height': 933, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BMTQ2NjQ5MzMwMF5BMl5BanBnXkFtZTcwMjczNTAzOA@@._V1_.jpg', 'width': 630}",tt1560747,The Master,feature,movie,2795.0,"Joaquin Phoenix, Philip Seymour Hoffman",2012.0,,"Drama, History",Joaquin Phoenix, Philip Seymour Hoffman
1716,"{'height': 2963, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BZDIyMmViZjItYjY3MC00YzU4LTgzMGYtNmQ1MjE0MGQ2Njg0XkEyXkFqcGdeQXVyNjU2OTM3NQ@@._V1_.jpg', 'width': 2000}",tt14536120,The Master and Margarita,feature,movie,2889.0,"Claes Bang, August Diehl",2023.0,,"Drama, Fantasy, Romance",Claes Bang, August Diehl
1717,"{'height': 2048, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BMjI1MDgyMTMwMF5BMl5BanBnXkFtZTgwMDU5MzAxNzE@._V1_.jpg', 'width': 1382}",tt4635276,Master of None,TV series,tvSeries,5723.0,"Aziz Ansari, Eric Wareheim",2015.0,2015-2021,"Comedy, Drama",Aziz Ansari, Eric Wareheim
1718,"{'height': 1024, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BNjE0M2Y2YmYtNTNlOS00Y2U0LWI5MzItMTk2NTRhNjk0ZmU1L2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_.jpg', 'width': 682}",tt0043117,Wagon Master,feature,movie,4099.0,"Ben Johnson, Joanne Dru",1950.0,,"Drama, Western",Ben Johnson, Joanne Dru
1719,"{'height': 1360, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BNWM0ZGRlMDYtMGIzZC00NTE5LWE2YjItMmJmOWYwMWUxZmZhXkEyXkFqcGdeQXVyMTY0MDk0NjE3._V1_.jpg', 'width': 1012}",tt10579952,Master,feature,movie,25092.0,"Joseph Vijay, Vijay Sethupathi",2021.0,,"Action, Crime, Thriller",Joseph Vijay, Vijay Sethupathi
1720,"{'height': 500, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BN2E0NjBlZDYtM2Q4Ni00ZTM2LWFiZDMtMmNhOTM2NjdhNDk5XkEyXkFqcGdeQXVyNjUxNTE5OTY@._V1_.jpg', 'width': 500}",tt0267617,Courage,feature,movie,60064.0,"Ajay Devgn, Karisma Kapoor",1992.0,,"Action, Drama, Romance, Sport",Ajay Devgn, Karisma Kapoor
1721,"{'height': 1800, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BMjFmZDE5MTEtY2E4Ny00OWM1LWI1OTMtNDNkYWRlNGRlYjFiXkEyXkFqcGdeQXVyODY2MTUxMDA@._V1_.jpg', 'width': 1800}",tt27951272,Danny Jigar,feature,movie,66264.0,"Yash Soni, Tarjanee Bhadla",2024.0,,Drama,Yash Soni, Tarjanee Bhadla
1722,"{'height': 2000, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BZDcyMGQ0OTAtMzUxNS00OGE2LWJmZTktMGJjZDAyMjg2ZDk3XkEyXkFqcGdeQXVyNzY3MTExNTA@._V1_.jpg', 'width': 1280}",tt5433442,Jigar Thanda,feature,movie,197426.0,"Rahul, P. Ravi Shankar",2016.0,,"Action, Comedy, Crime, Drama",Rahul, P. Ravi Shankar
1723,"{'height': 2048, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BYzgwNDdjNGItYjRkOS00ZjZiLWI1YjktZjk4YzBjZmJlNTU0XkEyXkFqcGdeQXVyMTY1MzAyNjU4._V1_.jpg', 'width': 1480}",tt24226474,Jigarthanda Double X,feature,movie,10824.0,"Raghava Lawrence, S.J. Suryah",2023.0,,"Action, Comedy, Drama",Raghava Lawrence, S.J. Suryah
1724,"{'height': 450, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BMTRlMDk0MjMtZjI4Zi00MzJmLWE0ZGQtNzM3ZjRlOTMyYzk5XkEyXkFqcGdeQXVyMzc0ODYyNzk@._V1_.jpg', 'width': 360}",tt1418687,Jigar,feature,movie,378208.0,"Laxmikant Berde, Ravindra Berde",1998.0,,"Comedy, Drama, Romance",Laxmikant Berde, Ravindra Berde
1727,"{'height': 500, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BMTIyNzg1MjY0M15BMl5BanBnXkFtZTcwNTEyNDE0MQ@@._V1_.jpg', 'width': 353}",tt0349635,Jaane Jigar,feature,movie,275161.0,"Jackie Shroff, Ayub Khan",1998.0,,"Comedy, Drama, Family",Jackie Shroff, Ayub Khan
1728,"{'height': 2048, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BMjM3MjQ1MzkxNl5BMl5BanBnXkFtZTgwODk1ODgyMjI@._V1_.jpg', 'width': 1382}",tt3890160,Baby Driver,feature,movie,1108.0,"Ansel Elgort, Jon Bernthal",2017.0,,"Action, Crime, Drama, Music",Ansel Elgort, Jon Bernthal
1729,"{'height': 2220, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BNGZmNzBlZmItMDZjNC00YmIxLWI3OGYtZjViNjE3MzkwZjBlXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg', 'width': 1441}",tt0078111,Pretty Baby,feature,movie,1016.0,"Brooke Shields, Keith Carradine",1978.0,,Drama,Brooke Shields, Keith Carradine
1730,"{'height': 1023, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BMTY4NDY2ODMzOV5BMl5BanBnXkFtZTcwMjQ0MTcyNA@@._V1_.jpg', 'width': 669}",tt0092605,Baby Boom,feature,movie,2705.0,"Diane Keaton, Sam Shepard",1987.0,,"Comedy, Drama, Romance",Diane Keaton, Sam Shepard
1731,"{'height': 3000, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BYWIxMmVmZWMtZmEyNy00YmU4LWI2ZjctZjhlNmU1NTAzYTYwXkEyXkFqcGdeQXVyMzY0MTE3NzU@._V1_.jpg', 'width': 2025}",tt7645192,Baby,TV series,tvSeries,7017.0,"Benedetta Porcaroli, Alice Pagani",2018.0,2018-2020,Drama,Benedetta Porcaroli, Alice Pagani
1732,"{'height': 500, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BMTc1MDQ4MDkzNl5BMl5BanBnXkFtZTgwODY0NTgyMjE@._V1_.jpg', 'width': 335}",tt0023775,Baby Face,feature,movie,3219.0,"Barbara Stanwyck, George Brent",1933.0,,"Drama, Romance",Barbara Stanwyck, George Brent
1733,"{'height': 2208, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BMTA5NWQwMmYtZjEyYS00Nzc2LTgwZjAtNTQ4NmFmZjNkNjg4XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg', 'width': 1464}",tt0063522,Rosemary's Baby,feature,movie,2175.0,"Mia Farrow, John Cassavetes",1968.0,,"Drama, Horror",Mia Farrow, John Cassavetes
1734,"{'height': 2048, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BMTkxNzA1NDQxOV5BMl5BanBnXkFtZTcwNTkyMTIzMw@@._V1_.jpg', 'width': 1390}",tt0405159,Million Dollar Baby,feature,movie,1666.0,"Hilary Swank, Clint Eastwood",2004.0,,"Drama, Sport",Hilary Swank, Clint Eastwood
1735,"{'height': 1500, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BYmM2NDNiNGItMTRhMi00ZDA2LTgzOWMtZTE2ZjFhMDQ2M2U5XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg', 'width': 1019}",tt0452623,Gone Baby Gone,feature,movie,1997.0,"Morgan Freeman, Ed Harris",2007.0,,"Crime, Drama, Mystery, Thriller",Morgan Freeman, Ed Harris
1737,"{'height': 755, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BMTQ3NTU5ODMzNV5BMl5BanBnXkFtZTgwNTM5NTEzOTE@._V1_.jpg', 'width': 510}",tt2815902,The Childhood of a Leader,feature,movie,30234.0,"Bérénice Bejo, Liam Cunningham",2015.0,,Drama,Bérénice Bejo, Liam Cunningham
1738,"{'height': 1619, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BNzdmZDc1MGMtOTdmYy00NDliLTllOGQtMGRiMmI5ZWJhMjNlXkEyXkFqcGdeQXVyMjQwODkxNzg@._V1_.jpg', 'width': 1080}",tt27651767,Leader: Amie Bangladesh,feature,movie,44698.0,"Shakib Khan, Shabnam Bubly",2023.0,,"Action, Drama",Shakib Khan, Shabnam Bubly
1739,"{'height': 768, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BZGQ1MDU4NzUtYjlhMi00ODBmLWFlMzYtYTM4MjViOTIzOTdmXkEyXkFqcGdeQXVyODA2ODM3NDQ@._V1_.jpg', 'width': 541}",tt1613040,Leader,feature,movie,113088.0,"Rana Daggubati, Richa Langella",2010.0,,Drama,Rana Daggubati, Richa Langella
1740,"{'height': 2939, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BOGQ1YjA1MzAtODRkZC00ZDM1LTk5N2UtMGIyZjM4YTU4ZDExXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg', 'width': 1912}",tt0095877,Platoon Leader,feature,movie,40413.0,"Tony Pierce, Robert F. Lyons",1988.0,,"Drama, War",Tony Pierce, Robert F. Lyons
1741,"{'height': 630, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BNDI3ZGE3OTUtNTkwMC00NGM0LWI0YzUtY2U0ZWE1MzJjYjQ1XkEyXkFqcGdeQXVyMTUzOTczNzYx._V1_.jpg', 'width': 450}",tt28253602,How to Become a Cult Leader,TV series,tvSeries,28052.0,"Peter Dinklage, Lola Blanc",2023.0,,"Documentary, Crime",Peter Dinklage, Lola Blanc
1742,"{'height': 1920, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BZDM1MjI5MjktODQzMy00NGRhLTg5NzYtNzk3NmFjNWUwODNlXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_.jpg', 'width': 1280}",tt0058287,Leader,feature,movie,187284.0,"Dilip Kumar, Vyjayanthimala",1964.0,,"Comedy, Romance, Thriller",Dilip Kumar, Vyjayanthimala
1744,"{'height': 2560, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BYTM0MDdkMTgtNjlmZi00NmU5LTg3NDAtNDg5NGY4YzMyNjYzXkEyXkFqcGdeQXVyNjQ3ODkxMjE@._V1_.jpg', 'width': 1920}",tt7208648,Jawaan,feature,movie,66350.0,"Sai Dharam Tej, Mehreen Pirzada",2017.0,,"Action, Thriller",Sai Dharam Tej, Mehreen Pirzada
1745,"{'height': 1280, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BNjY1OTI0NjEtNzRmZS00NzFlLTlhMTgtNjdmNWY2MDQ3YzIwXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg', 'width': 886}",tt9248952,Jawaani Jaaneman,feature,movie,50565.0,"Saif Ali Khan, Alaya F",2020.0,,"Comedy, Drama",Saif Ali Khan, Alaya F
1746,"{'height': 1158, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BODA4MjM2ODk4OF5BMl5BanBnXkFtZTcwNDgzODk1OQ@@._V1_.jpg', 'width': 800}",tt2178470,Yeh Jawaani Hai Deewani,feature,movie,19326.0,"Ranbir Kapoor, Deepika Padukone",2013.0,,"Comedy, Drama, Musical, Romance",Ranbir Kapoor, Deepika Padukone
1747,"{'height': 1024, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BMjk4Nzg4MjEyMV5BMl5BanBnXkFtZTgwNzAzMzAxNDE@._V1_.jpg', 'width': 711}",tt2872050,Jai Jawaan Jai Kisaan,feature,movie,371437.0,"Rati Agnihotri, Kanchan Awasthi",2015.0,,"Biography, Drama, History",Rati Agnihotri, Kanchan Awasthi
1748,,tt2649892,Abhi To Main Jawaan Hoon,feature,movie,427382.0,"Bharat Bhushan, Kalpana Iyer",1989.0,,Comedy,Bharat Bhushan, Kalpana Iyer
1750,"{'height': 3120, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BOGY5MDI5YmQtYWVhYi00YmEwLWJmNWMtYjllMDM0ZTY2Mjg0XkEyXkFqcGdeQXVyNzkyMjM5OTk@._V1_.jpg', 'width': 4160}",tt28600744,Dil hona chahida jawaan,feature,movie,609324.0,"Nav Bajwa, Jaswinder Bhalla",2023.0,,Comedy,Nav Bajwa, Jaswinder Bhalla
1751,"{'height': 1500, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BMjgxNTYzZGEtNDZhOS00MmUzLTkwMjUtMDE2ZWZhOTY2ZDYwXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg', 'width': 1144}",tt0373041,Jawaani,feature,movie,169409.0,"Karan Shah, Neelam Kothari",1984.0,,"Romance, Action, Drama",Karan Shah, Neelam Kothari
1752,"{'height': 1350, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BOWI5NmU3NTUtOTZiMS00YzA1LThlYTktNDJjYTU5NDFiMDUxXkEyXkFqcGdeQXVyMTUzNjEwNjM2._V1_.jpg', 'width': 1080}",tt15354916,Jawan,feature,movie,1646.0,"Shah Rukh Khan, Nayanthara",2023.0,,"Action, Drama, Musical, Thriller",Shah Rukh Khan, Nayanthara
1756,"{'height': 1807, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BN2Y2YTU4NTQtYTIwYy00NjU4LWE1MjgtZTFmN2NmOTk1NTc4XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_.jpg', 'width': 1280}",tt2265194,Jawan of Vellimala,feature,movie,233289.0,"Mammootty, Sreenivasan",2012.0,,"Action, Comedy, Mystery",Mammootty, Sreenivasan
1757,"{'height': 576, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BZGVlYjkyNDItY2NkNC00NjFhLTg0NGItNTRhMzFkODdmZGNmXkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_.jpg', 'width': 413}",tt0206054,Jawan Muhabat,feature,movie,255542.0,"Shammi Kapoor, Asha Parekh",1971.0,,"Drama, Romance",Shammi Kapoor, Asha Parekh
1758,,tt12453398,Jawan,short,short,458623.0,"Anud Singh Dhaka, Kartik Negandhi",2018.0,,"Short, War",Anud Singh Dhaka, Kartik Negandhi
1759,"{'height': 685, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BNDFhNzQyYTEtMzcwNy00M2ZmLTg5MTQtNTMzMWExY2U3YWVkXkEyXkFqcGdeQXVyNjQ5NDI2OTE@._V1_.jpg', 'width': 500}",tt0077392,Daku Aur Jawan,feature,movie,187459.0,"Sunil Dutt, Reena Roy",1978.0,,Action,Sunil Dutt, Reena Roy
1760,"{'height': 400, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BOTk3MDNhODEtMWYyMC00NmVjLTg3NzgtNjI1MzA4ZmVhMjE2XkEyXkFqcGdeQXVyNTkzNDQ4ODc@._V1_.jpg', 'width': 300}",tt0422091,Dhoom,feature,movie,31116.0,"Abhishek Bachchan, John Abraham",2004.0,,"Action, Crime, Drama, Thriller",Abhishek Bachchan, John Abraham
1761,"{'height': 400, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BNTAyYmYxOTktNjNmZS00ZTZlLWI2YjUtM2RlZTlkM2ZiZjdhXkEyXkFqcGdeQXVyNTkzNDQ4ODc@._V1_.jpg', 'width': 300}",tt0441048,Dhoom 2,feature,movie,19479.0,"Hrithik Roshan, Abhishek Bachchan",2006.0,,"Action, Crime, Thriller",Hrithik Roshan, Abhishek Bachchan
1762,"{'height': 900, 'imageUrl': 'https://m.media-amazon.com/images/M/MV5BMjA4OTEzMjkzN15BMl5BanBnXkFtZTgwMDAwNzg3MDE@._V1_.jpg', 'width': 1400}",tt1833673,Dhoom 3,feature,movie,21249.0,"Aamir Khan, Katrina Kaif",2013.0,,"Action, Crime, Drama, Thriller",Aamir Khan, Katrina Kaif
1764,,tt3239712,Dhoom 4,video,video,100065.0,"Ishan Rahman, Biswajit Patel",2010.0,,"Short, Action, Comedy",Ishan Rahman, Biswajit Patel
